Character,Ваш персонаж женского пола?,У него черные волосы?,Носит ли он головной убор?,Есть ли у него шрамы; татуировки или особые отметины на лице?,Носит ли он очки или повязку на глазу?,Он выглядит как ребенок?,У него явно нечеловеческая внешность?,Использует ли он меч как основное оружие?,Сражается в дальем бою?,Сражается в рукопашку?,Можеи призывать существ(фамильяров),Может исцелять себя и других?,Состоит в официальной организации(служитель закона),Является ли он преступником(пиратом разбойником),Является ли он лидером своеё группы,Персонаж из знатного рода(по праву крови)?,Этот персонаж был в 1 сезоне?,Этот персонаж мертв на текущий момент?,Сражался ли ваш персонаж против главного героя?,Является ли персонаж учителем или наставником?,Является ли он обычным человеком?,Является ли он чьим-то слугой или подчиненным?,Является ли он синигами (проводником душ)?,Является ли он квинси?,Является ли он пустым или арранкаром?,Является ли он модифицированной душой?,Является ли он материализованным духом занпакто?,Является ли он божеством (прародителем высшим существом)?,Достиг ли этот персонаж банкая?,Светлые ли у персонажа волосы (блондин; седой или белый)?,У этого персонажа неестественный цвет волос (розовый; синий; зеленый)?,Надевает ли персонаж маску на лицо (или имеет ее фрагмент) во время боя?,Связаны ли боевые способности персонажа с конкретной стихией (огонь; лед; вода)?,Использует ли персонаж в бою яд; иллюзии или контроль разума?,Является ли этот персонаж ученым или изобретателем?,Есть ли у этого персонажа брат или сестра; также участвующие в сюжете?,Предавал ли этот персонаж свою изначальную организацию (является ли перебежчиком)?,Выделяется ли персонаж огромным ростом и габаритами (значительно крупнее остальных)?
Fishbone D,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
Grand Fisher,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Grand Fisher,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,0.0,-0.7,-1.0,-1.0,0.7,0.0,-1.0,-1.0,-1.0,-1.0,1.0
Grand Fisher,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.7,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.7,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0
Grand Fisher,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,-0.7,-1.0,-0.7,-0.7,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Grand Fisher,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-0.7,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.7,-1.0,-0.7,-0.7,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Hooleer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Hooleer,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Hooleer,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7
Hooleer,-1.0,0.0,-1.0,-1.0,-0.7,-0.7,0.7,-1.0,0.7,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-0.7,-1.0,-1.0,-1.0,0.0,1.0
Hooleer,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-0.7,1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0
Hexapodus,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Hexapodus,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-0.7,0.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,1.0
Hexapodus,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,1.0,-0.7,0.0,0.0,-1.0,-1.0,-1.0,0.7,1.0,-0.7,-0.7,0.0,0.0,-1.0,-0.7,1.0,-1.0,-1.0,-0.7,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-0.7,-1.0,0.0
Hexapodus,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7
Hexapodus,-0.7,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,0.0,-1.0,-1.0,-0.7,-1.0,0.0
The Menos Grande,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
The Menos Grande,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-0.7,1.0,1.0,-1.0,-1.0,-0.7,-0.7,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7
The Menos Grande,-1.0,-1.0,0.7,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,0.0,0.7,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
The Menos Grande,-1.0,-1.0,1.0,-0.7,-1.0,-0.7,1.0,-1.0,0.7,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,0.0,-1.0,-1.0,1.0
The Menos Grande,-1.0,-0.7,0.7,-1.0,-0.7,0.0,1.0,-1.0,1.0,-0.7,-0.7,-1.0,0.0,0.0,-1.0,-1.0,0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,0.0,-1.0,-1.0,0.7
Metastacia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Metastacia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.7,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0
Metastacia,-0.7,-1.0,-0.7,-1.0,-1.0,0.0,0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,0.0,-0.7,-1.0,-1.0,1.0
Metastacia,-1.0,-1.0,-0.7,-1.0,-1.0,0.0,1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.7,-1.0,-1.0,-0.7,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-0.7,-1.0,1.0
Metastacia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,0.7,-0.7,0.0,-1.0,-1.0,-1.0,1.0
Numb Chandelier,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Numb Chandelier,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
Numb Chandelier,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,0.0,1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Numb Chandelier,-0.7,-1.0,-1.0,-0.7,-1.0,0.0,1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0
Numb Chandelier,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,1.0,0.7,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0
Runuganga,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Runuganga,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.7,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,1.0,-1.0,-1.0,-0.7,0.0,-0.7,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
Runuganga,-0.7,0.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,0.7,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,0.0,-1.0,0.7
Runuganga,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Runuganga,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,0.0,0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,0.0,0.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.7,-1.0,-0.7,-0.7,0.0,-0.7,1.0
Shrieker,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Shrieker,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0
Shrieker,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Shrieker,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,0.0,-0.7,-1.0,1.0,1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0
Shrieker,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,1.0,0.0,1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,1.0,0.7,-1.0,0.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
White,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
White,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.7,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
White,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-0.7,-1.0,0.7,0.7,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,0.7,-1.0,-0.7,-1.0,-0.7,0.0,-1.0
White,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0
White,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Zonzain,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Zonzain,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,0.7,0.0,0.0,-1.0,-0.7,-1.0,-0.7,0.0,-1.0,0.0,-1.0,-0.7,-1.0,1.0
Zonzain,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-0.7,-1.0,1.0,-0.7,-0.7,-0.7,-1.0,-1.0,-1.0,1.0,1.0,-0.7,-0.7,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0
Zonzain,-0.7,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-0.7,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-0.7,-1.0,0.0,1.0
Zonzain,-0.7,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,1.0,-1.0,0.0,0.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
Robert Accutrone,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Accutrone,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-0.7,1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7
Robert Accutrone,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Accutrone,-1.0,-1.0,-1.0,0.0,0.7,0.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-0.7,-0.7,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Accutrone,-1.0,-0.7,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,1.0,-0.7,0.0,0.0,1.0,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lille Barro,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lille Barro,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0
Lille Barro,-0.7,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0
Lille Barro,-0.7,-0.7,1.0,-1.0,0.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.7,1.0,-0.7,-0.7,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-0.7,-0.7,-1.0,-1.0,-1.0,0.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lille Barro,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0
Bambietta,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Bambietta,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.7,0.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Bambietta,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,0.0,0.0
Bambietta,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.7,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0
Bambietta,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.7,-1.0,1.0,-1.0,-1.0,0.7,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Bazz-B,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Bazz-B,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,0.7,-1.0,-0.7,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Bazz-B,-1.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-0.7,0.0,-0.7,-1.0,0.0,-1.0,-1.0
Bazz-B,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,1.0,0.0,-0.7,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
